date,product_name,quantity_sold,sales_idr
2020-01-02,Mayonnaise,138,9522000.0
2020-01-02,Milk,117,8658000.0
2020-01-02,Mop,138,1104000.0
2020-01-02,Mustard,124,6324000.0
2020-01-02,Olive Oil,123,2952000.0
2020-01-02,Onions,116,6380000.0
2020-01-02,Orange,125,6750000.0
2020-01-02,Pancake Mix,142,1988000.0
2020-01-02,Paper Towels,75,3450000.0
2020-01-02,Pasta,142,3834000.0
2020-01-02,Peanut Butter,76,5168000.0
2020-01-02,Pickles,109,3270000.0
2020-01-02,Plant Fertilizer,117,2691000.0
2020-01-02,Potatoes,97,5626000.0
2020-01-02,Power Strips,75,2400000.0
2020-01-02,Razors,91,910000.0
2020-01-02,Rice,94,2162000.0
2020-01-02,Salmon,154,1232000.0
2020-01-02,Shampoo,103,7210000.0
2020-01-02,Shaving Cream,56,1232000.0
2020-01-02,Shower Gel,116,6844000.0
2020-01-02,Shrimp,73,2628000.0
2020-01-02,Soap,72,1008000.0
2020-01-02,Soda,101,606000.0
2020-01-02,Spinach,142,6532000.0
2020-01-02,Sponges,131,1703000.0
2020-01-02,Syrup,61,1708000.0
2020-01-02,Tea,68,3672000.0
2020-01-02,Tissues,97,1455000.0
2020-01-02,Toilet Paper,144,5760000.0
2020-01-02,Tomatoes,96,1152000.0
2020-01-02,Toothbrush,125,7250000.0
2020-01-02,Toothpaste,166,6972000.0
2020-01-02,Trash Bags,133,9044000.0
2020-01-02,Trash Cans,70,2030000.0
2020-01-02,Tuna,84,5124000.0
2020-01-02,Vacuum Cleaner,72,936000.0
2020-01-02,Vinegar,96,6432000.0
2020-01-02,Water,134,2278000.0
2020-01-02,Yogurt,174,9744000.0
2020-01-03,Air Freshener,113,4972000.0
2020-01-03,Apple,101,7373000.0
2020-01-03,BBQ Sauce,99,4455000.0
2020-01-03,Baby Wipes,88,3784000.0
2020-01-03,Banana,170,12580000.0
2020-01-03,Bath Towels,174,3132000.0
2020-01-03,Beef,181,6878000.0
2020-01-03,Bread,89,6408000.0
2020-01-03,Broom,61,1952000.0
2020-01-03,Butter,115,3220000.0
2020-01-03,Canned Soup,128,3968000.0
2020-01-03,Carrots,85,5865000.0
2020-01-03,Cereal,157,2983000.0
2020-01-03,Cereal Bars,168,1344000.0
2020-01-03,Cheese,110,5940000.0
2020-01-03,Chicken,115,4370000.0
2020-01-03,Chips,155,775000.0
2020-01-03,Cleaning Rags,115,5520000.0
2020-01-03,Cleaning Spray,155,10230000.0
2020-01-03,Coffee,148,4144000.0
2020-01-03,Deodorant,182,11102000.0
2020-01-03,Diapers,128,3456000.0
2020-01-03,Dish Soap,122,8662000.0
2020-01-03,Dishware,150,2400000.0
2020-01-03,Dustpan,79,4503000.0
2020-01-03,Eggs,126,4914000.0
2020-01-03,Extension Cords,110,6160000.0
2020-01-03,Feminine Hygiene Products,107,963000.0
2020-01-03,Garden Hose,72,4392000.0
2020-01-03,Hair Gel,103,5459000.0
2020-01-03,Hand Sanitizer,142,6958000.0
2020-01-03,Honey,120,2040000.0
2020-01-03,Ice Cream,94,6768000.0
2020-01-03,Insect Repellent,146,6424000.0
2020-01-03,Iron,130,7410000.0
2020-01-03,Ironing Board,133,9044000.0
2020-01-03,Jam,73,3504000.0
2020-01-03,Ketchup,160,8640000.0
2020-01-03,Laundry Detergent,115,5175000.0
2020-01-03,Lawn Mower,101,7272000.0
2020-01-03,Light Bulbs,136,5576000.0
2020-01-03,Mayonnaise,140,9660000.0
2020-01-03,Milk,155,11470000.0
2020-01-03,Mop,117,936000.0
2020-01-03,Mustard,158,8058000.0
2020-01-03,Olive Oil,144,3456000.0
2020-01-03,Onions,115,6325000.0
2020-01-03,Orange,150,8100000.0
2020-01-03,Pancake Mix,103,1442000.0
2020-01-03,Paper Towels,171,7866000.0
2020-01-03,Pasta,112,3024000.0
2020-01-03,Peanut Butter,135,9180000.0
2020-01-03,Pickles,154,4620000.0
2020-01-03,Plant Fertilizer,112,2576000.0
2020-01-03,Potatoes,110,6380000.0
2020-01-03,Power Strips,149,4768000.0
2020-01-03,Razors,142,1420000.0
2020-01-03,Rice,165,3795000.0
2020-01-03,Salmon,103,824000.0
2020-01-03,Shampoo,163,11410000.0
2020-01-03,Shaving Cream,67,1474000.0
2020-01-03,Shower Gel,95,5605000.0
2020-01-03,Shrimp,95,3420000.0
2020-01-03,Soap,157,2198000.0
2020-01-03,Soda,94,564000.0
2020-01-03,Spinach,62,2852000.0
2020-01-03,Sponges,144,1872000.0
2020-01-03,Syrup,151,4228000.0
2020-01-03,Tea,161,8694000.0
2020-01-03,Tissues,121,1815000.0
2020-01-03,Toilet Paper,161,6440000.0
2020-01-03,Tomatoes,102,1224000.0
2020-01-03,Toothbrush,108,6264000.0
2020-01-03,Toothpaste,229,9618000.0
2020-01-03,Trash Bags,115,7820000.0
2020-01-03,Trash Cans,153,4437000.0
2020-01-03,Tuna,95,5795000.0
2020-01-03,Vacuum Cleaner,141,1833000.0
2020-01-03,Vinegar,135,9045000.0
2020-01-03,Water,135,2295000.0
2020-01-03,Yogurt,167,9352000.0
2020-01-04,Air Freshener,114,5016000.0
2020-01-04,Apple,96,7008000.0
2020-01-04,BBQ Sauce,43,1935000.0
2020-01-04,Baby Wipes,114,4902000.0
2020-01-04,Banana,102,7548000.0
2020-01-04,Bath Towels,110,1980000.0
2020-01-04,Beef,130,4940000.0
2020-01-04,Bread,107,7704000.0
2020-01-04,Broom,109,3488000.0
2020-01-04,Butter,123,3444000.0
2020-01-04,Canned Soup,109,3379000.0
2020-01-04,Carrots,114,7866000.0
2020-01-04,Cereal,97,1843000.0
2020-01-04,Cereal Bars,110,880000.0
2020-01-04,Cheese,138,7452000.0
2020-01-04,Chicken,133,5054000.0
2020-01-04,Chips,139,695000.0
2020-01-04,Cleaning Rags,127,6096000.0
2020-01-04,Cleaning Spray,82,5412000.0
2020-01-04,Coffee,130,3640000.0
2020-01-04,Deodorant,105,6405000.0
2020-01-04,Diapers,90,2430000.0
2020-01-04,Dish Soap,150,10650000.0
2020-01-04,Dishware,113,1808000.0
2020-01-04,Dustpan,145,8265000.0
2020-01-04,Eggs,99,3861000.0
2020-01-04,Extension Cords,105,5880000.0
2020-01-04,Feminine Hygiene Products,131,1179000.0
2020-01-04,Garden Hose,70,4270000.0
2020-01-04,Hair Gel,71,3763000.0
2020-01-04,Hand Sanitizer,143,7007000.0
2020-01-04,Honey,108,1836000.0
2020-01-04,Ice Cream,133,9576000.0
2020-01-04,Insect Repellent,88,3872000.0
2020-01-04,Iron,102,5814000.0
2020-01-04,Ironing Board,127,8636000.0
2020-01-04,Jam,157,7536000.0
2020-01-04,Ketchup,103,5562000.0
2020-01-04,Laundry Detergent,92,4140000.0
2020-01-04,Lawn Mower,110,7920000.0
2020-01-04,Light Bulbs,113,4633000.0
2020-01-04,Mayonnaise,148,10212000.0
2020-01-04,Milk,156,11544000.0
2020-01-04,Mop,97,776000.0
2020-01-04,Mustard,99,5049000.0
2020-01-04,Olive Oil,107,2568000.0
2020-01-04,Onions,107,5885000.0
2020-01-04,Orange,96,5184000.0
2020-01-04,Pancake Mix,170,2380000.0
2020-01-04,Paper Towels,113,5198000.0
2020-01-04,Pasta,95,2565000.0
2020-01-04,Peanut Butter,162,11016000.0
2020-01-04,Pickles,108,3240000.0
2020-01-04,Plant Fertilizer,166,3818000.0
2020-01-04,Potatoes,150,8700000.0
2020-01-04,Power Strips,68,2176000.0
2020-01-04,Razors,72,720000.0
2020-01-04,Rice,183,4209000.0
2020-01-04,Salmon,102,816000.0
2020-01-04,Shampoo,108,7560000.0
2020-01-04,Shaving Cream,125,2750000.0
2020-01-04,Shower Gel,90,5310000.0
2020-01-04,Shrimp,105,3780000.0
2020-01-04,Soap,95,1330000.0
2020-01-04,Soda,102,612000.0
2020-01-04,Spinach,138,6348000.0
2020-01-04,Sponges,58,754000.0
2020-01-04,Syrup,109,3052000.0
2020-01-04,Tea,134,7236000.0
2020-01-04,Tissues,73,1095000.0
2020-01-04,Toilet Paper,107,4280000.0
2020-01-04,Tomatoes,121,1452000.0
2020-01-04,Toothbrush,103,5974000.0
2020-01-04,Toothpaste,158,6636000.0
2020-01-04,Trash Bags,92,6256000.0
2020-01-04,Trash Cans,98,2842000.0
2020-01-04,Tuna,130,7930000.0
2020-01-04,Vacuum Cleaner,107,1391000.0
2020-01-04,Vinegar,55,3685000.0
2020-01-04,Water,145,2465000.0
2020-01-04,Yogurt,114,6384000.0
2020-01-05,Air Freshener,93,4092000.0
2020-01-05,Apple,137,10001000.0
2020-01-05,BBQ Sauce,73,3285000.0
2020-01-05,Baby Wipes,51,2193000.0
2020-01-05,Banana,70,5180000.0
2020-01-05,Bath Towels,86,1548000.0
2020-01-05,Beef,142,5396000.0
2020-01-05,Bread,76,5472000.0
2020-01-05,Broom,91,2912000.0
2020-01-05,Butter,97,2716000.0
2020-01-05,Canned Soup,154,4774000.0
2020-01-05,Carrots,103,7107000.0
2020-01-05,Cereal,124,2356000.0
2020-01-05,Cereal Bars,97,776000.0
2020-01-05,Cheese,97,5238000.0
2020-01-05,Chicken,137,5206000.0
2020-01-05,Chips,95,475000.0
2020-01-05,Cleaning Rags,75,3600000.0
2020-01-05,Cleaning Spray,80,5280000.0
2020-01-05,Coffee,104,2912000.0
2020-01-05,Deodorant,76,4636000.0
2020-01-05,Diapers,84,2268000.0
2020-01-05,Dish Soap,184,13064000.0
2020-01-05,Dishware,139,2224000.0
2020-01-05,Dustpan,121,6897000.0
2020-01-05,Eggs,116,4524000.0
2020-01-05,Extension Cords,92,5152000.0
2020-01-05,Feminine Hygiene Products,115,1035000.0
2020-01-05,Garden Hose,123,7503000.0
2020-01-05,Hair Gel,120,6360000.0
2020-01-05,Hand Sanitizer,178,8722000.0
2020-01-05,Honey,106,1802000.0
2020-01-05,Ice Cream,121,8712000.0
2020-01-05,Insect Repellent,129,5676000.0
2020-01-05,Iron,88,5016000.0
2020-01-05,Ironing Board,123,8364000.0
2020-01-05,Jam,172,8256000.0
2020-01-05,Ketchup,137,7398000.0
2020-01-05,Laundry Detergent,107,4815000.0
2020-01-05,Lawn Mower,131,9432000.0
2020-01-05,Light Bulbs,142,5822000.0
2020-01-05,Mayonnaise,138,9522000.0
2020-01-05,Milk,93,6882000.0
2020-01-05,Mop,132,1056000.0
2020-01-05,Mustard,121,6171000.0
2020-01-05,Olive Oil,130,3120000.0
2020-01-05,Onions,110,6050000.0
2020-01-05,Orange,109,5886000.0
2020-01-05,Pancake Mix,99,1386000.0
2020-01-05,Paper Towels,105,4830000.0
2020-01-05,Pasta,112,3024000.0
2020-01-05,Peanut Butter,80,5440000.0
2020-01-05,Pickles,90,2700000.0
2020-01-05,Plant Fertilizer,69,1587000.0
2020-01-05,Potatoes,126,7308000.0
2020-01-05,Power Strips,147,4704000.0
2020-01-05,Razors,134,1340000.0
2020-01-05,Rice,103,2369000.0
2020-01-05,Salmon,105,840000.0
2020-01-05,Shampoo,75,5250000.0
2020-01-05,Shaving Cream,108,2376000.0
2020-01-05,Shower Gel,121,7139000.0
2020-01-05,Shrimp,118,4248000.0
2020-01-05,Soap,94,1316000.0
2020-01-05,Soda,117,702000.0
2020-01-05,Spinach,142,6532000.0
2020-01-05,Sponges,158,2054000.0
2020-01-05,Syrup,114,3192000.0
2020-01-05,Tea,97,5238000.0
2020-01-05,Tissues,111,1665000.0
2020-01-05,Toilet Paper,88,3520000.0
2020-01-05,Tomatoes,96,1152000.0
2020-01-05,Toothbrush,95,5510000.0
2020-01-05,Toothpaste,191,8022000.0
2020-01-05,Trash Bags,111,7548000.0
2020-01-05,Trash Cans,79,2291000.0
2020-01-05,Tuna,127,7747000.0
2020-01-05,Vacuum Cleaner,80,1040000.0
2020-01-05,Vinegar,178,11926000.0
2020-01-05,Water,130,2210000.0
2020-01-05,Yogurt,118,6608000.0
2020-01-06,Air Freshener,100,4400000.0
2020-01-06,Apple,111,8103000.0
2020-01-06,BBQ Sauce,166,7470000.0
2020-01-06,Baby Wipes,158,6794000.0
2020-01-06,Banana,117,8658000.0
2020-01-06,Bath Towels,112,2016000.0
2020-01-06,Beef,105,3990000.0
2020-01-06,Bread,94,6768000.0
2020-01-06,Broom,127,4064000.0
2020-01-06,Butter,92,2576000.0
2020-01-06,Canned Soup,168,5208000.0
2020-01-06,Carrots,96,6624000.0
2020-01-06,Cereal,130,2470000.0
2020-01-06,Cereal Bars,116,928000.0
2020-01-06,Cheese,116,6264000.0
2020-01-06,Chicken,59,2242000.0
2020-01-06,Chips,116,580000.0
2020-01-06,Cleaning Rags,87,4176000.0
2020-01-06,Cleaning Spray,98,6468000.0
2020-01-06,Coffee,148,4144000.0
2020-01-06,Deodorant,112,6832000.0
2020-01-06,Diapers,93,2511000.0
2020-01-06,Dish Soap,119,8449000.0
2020-01-06,Dishware,135,2160000.0
2020-01-06,Dustpan,125,7125000.0
2020-01-06,Eggs,82,3198000.0
2020-01-06,Extension Cords,141,7896000.0
2020-01-06,Feminine Hygiene Products,97,873000.0
2020-01-06,Garden Hose,113,6893000.0
2020-01-06,Hair Gel,102,5406000.0
2020-01-06,Hand Sanitizer,80,3920000.0
2020-01-06,Honey,84,1428000.0
2020-01-06,Ice Cream,98,7056000.0
2020-01-06,Insect Repellent,120,5280000.0
2020-01-06,Iron,115,6555000.0
2020-01-06,Ironing Board,130,8840000.0
2020-01-06,Jam,154,7392000.0
2020-01-06,Ketchup,97,5238000.0
2020-01-06,Laundry Detergent,119,5355000.0
2020-01-06,Lawn Mower,79,5688000.0
2020-01-06,Light Bulbs,115,4715000.0
2020-01-06,Mayonnaise,173,11937000.0
2020-01-06,Milk,150,11100000.0
2020-01-06,Mop,105,840000.0
2020-01-06,Mustard,83,4233000.0
2020-01-06,Olive Oil,152,3648000.0
2020-01-06,Onions,179,9845000.0
2020-01-06,Orange,142,7668000.0
2020-01-06,Pancake Mix,121,1694000.0
2020-01-06,Paper Towels,161,7406000.0
2020-01-06,Pasta,116,3132000.0
2020-01-06,Peanut Butter,132,8976000.0
2020-01-06,Pickles,78,2340000.0
2020-01-06,Plant Fertilizer,143,3289000.0
2020-01-06,Potatoes,125,7250000.0
2020-01-06,Power Strips,140,4480000.0
2020-01-06,Razors,113,1130000.0
2020-01-06,Rice,127,2921000.0
2020-01-06,Salmon,74,592000.0
2020-01-06,Shampoo,144,10080000.0
2020-01-06,Shaving Cream,134,2948000.0
2020-01-06,Shower Gel,111,6549000.0
2020-01-06,Shrimp,67,2412000.0
2020-01-06,Soap,183,2562000.0
2020-01-06,Soda,89,534000.0
2020-01-06,Spinach,126,5796000.0
2020-01-06,Sponges,81,1053000.0
2020-01-06,Syrup,150,4200000.0
2020-01-06,Tea,123,6642000.0
2020-01-06,Tissues,99,1485000.0
2020-01-06,Toilet Paper,140,5600000.0
2020-01-06,Tomatoes,114,1368000.0
2020-01-06,Toothbrush,91,5278000.0
2020-01-06,Toothpaste,259,10878000.0
2020-01-06,Trash Bags,151,10268000.0
2020-01-06,Trash Cans,96,2784000.0
2020-01-06,Tuna,77,4697000.0
2020-01-06,Vacuum Cleaner,108,1404000.0
2020-01-06,Vinegar,114,7638000.0
2020-01-06,Water,91,1547000.0
2020-01-06,Yogurt,162,9072000.0
2020-01-07,Air Freshener,87,3828000.0
2020-01-07,Apple,126,9198000.0
2020-01-07,BBQ Sauce,111,4995000.0
2020-01-07,Baby Wipes,157,6751000.0
2020-01-07,Banana,162,11988000.0
2020-01-07,Bath Towels,136,2448000.0
2020-01-07,Beef,151,5738000.0
2020-01-07,Bread,99,7128000.0
2020-01-07,Broom,141,4512000.0
2020-01-07,Butter,88,2464000.0
2020-01-07,Canned Soup,131,4061000.0
2020-01-07,Carrots,136,9384000.0
2020-01-07,Cereal,94,1786000.0
2020-01-07,Cereal Bars,136,1088000.0
2020-01-07,Cheese,158,8532000.0
2020-01-07,Chicken,80,3040000.0
2020-01-07,Chips,116,580000.0
2020-01-07,Cleaning Rags,122,5856000.0
2020-01-07,Cleaning Spray,118,7788000.0
2020-01-07,Coffee,106,2968000.0
2020-01-07,Deodorant,152,9272000.0
2020-01-07,Diapers,98,2646000.0
2020-01-07,Dish Soap,91,6461000.0
2020-01-07,Dishware,133,2128000.0
2020-01-07,Dustpan,102,5814000.0
2020-01-07,Eggs,145,5655000.0
2020-01-07,Extension Cords,117,6552000.0
2020-01-07,Feminine Hygiene Products,80,720000.0
2020-01-07,Garden Hose,159,9699000.0
2020-01-07,Hair Gel,104,5512000.0
2020-01-07,Hand Sanitizer,108,5292000.0
2020-01-07,Honey,175,2975000.0
2020-01-07,Ice Cream,119,8568000.0
2020-01-07,Insect Repellent,105,4620000.0
2020-01-07,Iron,123,7011000.0
2020-01-07,Ironing Board,138,9384000.0
2020-01-07,Jam,136,6528000.0
2020-01-07,Ketchup,113,6102000.0
2020-01-07,Laundry Detergent,140,6300000.0
2020-01-07,Lawn Mower,160,11520000.0
2020-01-07,Light Bulbs,105,4305000.0
2020-01-07,Mayonnaise,140,9660000.0
2020-01-07,Milk,92,6808000.0
2020-01-07,Mop,142,1136000.0
2020-01-07,Mustard,143,7293000.0
2020-01-07,Olive Oil,150,3600000.0
2020-01-07,Onions,111,6105000.0
2020-01-07,Orange,83,4482000.0
2020-01-07,Pancake Mix,151,2114000.0
2020-01-07,Paper Towels,155,7130000.0
2020-01-07,Pasta,159,4293000.0
2020-01-07,Peanut Butter,95,6460000.0
2020-01-07,Pickles,86,2580000.0
2020-01-07,Plant Fertilizer,92,2116000.0
2020-01-07,Potatoes,115,6670000.0
2020-01-07,Power Strips,82,2624000.0
2020-01-07,Razors,82,820000.0
2020-01-07,Rice,124,2852000.0
2020-01-07,Salmon,139,1112000.0
2020-01-07,Shampoo,124,8680000.0
2020-01-07,Shaving Cream,131,2882000.0
2020-01-07,Shower Gel,94,5546000.0
2020-01-07,Shrimp,120,4320000.0
2020-01-07,Soap,107,1498000.0
2020-01-07,Soda,108,648000.0
2020-01-07,Spinach,87,4002000.0
2020-01-07,Sponges,104,1352000.0
2020-01-07,Syrup,91,2548000.0
2020-01-07,Tea,128,6912000.0
2020-01-07,Tissues,137,2055000.0
2020-01-07,Toilet Paper,129,5160000.0
2020-01-07,Tomatoes,120,1440000.0
2020-01-07,Toothbrush,122,7076000.0
2020-01-07,Toothpaste,248,10416000.0
2020-01-07,Trash Bags,132,8976000.0
2020-01-07,Trash Cans,95,2755000.0
2020-01-07,Tuna,103,6283000.0
2020-01-07,Vacuum Cleaner,72,936000.0
2020-01-07,Vinegar,154,10318000.0
2020-01-07,Water,146,2482000.0
2020-01-07,Yogurt,129,7224000.0
2020-01-08,Air Freshener,119,5236000.0
2020-01-08,Apple,54,3942000.0
2020-01-08,BBQ Sauce,99,4455000.0
2020-01-08,Baby Wipes,138,5934000.0
2020-01-08,Banana,127,9398000.0
2020-01-08,Bath Towels,112,2016000.0
2020-01-08,Beef,146,5548000.0
2020-01-08,Bread,76,5472000.0
2020-01-08,Broom,132,4224000.0
2020-01-08,Butter,88,2464000.0
2020-01-08,Canned Soup,127,3937000.0
2020-01-08,Carrots,60,4140000.0
2020-01-08,Cereal,105,1995000.0
2020-01-08,Cereal Bars,142,1136000.0
2020-01-08,Cheese,109,5886000.0
2020-01-08,Chicken,95,3610000.0
2020-01-08,Chips,141,705000.0
2020-01-08,Cleaning Rags,107,5136000.0
2020-01-08,Cleaning Spray,125,8250000.0
2020-01-08,Coffee,116,3248000.0
2020-01-08,Deodorant,115,7015000.0
2020-01-08,Diapers,116,3132000.0
2020-01-08,Dish Soap,50,3550000.0
2020-01-08,Dishware,66,1056000.0
2020-01-08,Dustpan,81,4617000.0
2020-01-08,Eggs,135,5265000.0
2020-01-08,Extension Cords,143,8008000.0
2020-01-08,Feminine Hygiene Products,78,702000.0
2020-01-08,Garden Hose,126,7686000.0
2020-01-08,Hair Gel,102,5406000.0
2020-01-08,Hand Sanitizer,121,5929000.0
2020-01-08,Honey,148,2516000.0
2020-01-08,Ice Cream,141,10152000.0
2020-01-08,Insect Repellent,130,5720000.0
2020-01-08,Iron,88,5016000.0
2020-01-08,Ironing Board,84,5712000.0
2020-01-08,Jam,109,5232000.0
2020-01-08,Ketchup,87,4698000.0
2020-01-08,Laundry Detergent,69,3105000.0
2020-01-08,Lawn Mower,137,9864000.0
2020-01-08,Light Bulbs,106,4346000.0
2020-01-08,Mayonnaise,167,11523000.0
2020-01-08,Milk,94,6956000.0
2020-01-08,Mop,108,864000.0
2020-01-08,Mustard,140,7140000.0
2020-01-08,Olive Oil,123,2952000.0
2020-01-08,Onions,67,3685000.0
2020-01-08,Orange,110,5940000.0
2020-01-08,Pancake Mix,141,1974000.0
2020-01-08,Paper Towels,76,3496000.0
2020-01-08,Pasta,82,2214000.0
2020-01-08,Peanut Butter,106,7208000.0
2020-01-08,Pickles,76,2280000.0
2020-01-08,Plant Fertilizer,100,2300000.0
2020-01-08,Potatoes,75,4350000.0
2020-01-08,Power Strips,89,2848000.0
2020-01-08,Razors,92,920000.0
2020-01-08,Rice,70,1610000.0
2020-01-08,Salmon,110,880000.0
2020-01-08,Shampoo,175,12250000.0
2020-01-08,Shaving Cream,124,2728000.0
2020-01-08,Shower Gel,134,7906000.0
2020-01-08,Shrimp,158,5688000.0
2020-01-08,Soap,156,2184000.0
2020-01-08,Soda,129,774000.0
2020-01-08,Spinach,88,4048000.0
2020-01-08,Sponges,134,1742000.0
2020-01-08,Syrup,97,2716000.0
2020-01-08,Tea,116,6264000.0
2020-01-08,Tissues,106,1590000.0
2020-01-08,Toilet Paper,89,3560000.0
2020-01-08,Tomatoes,147,1764000.0
2020-01-08,Toothbrush,106,6148000.0
2020-01-08,Toothpaste,265,11130000.0
2020-01-08,Trash Bags,125,8500000.0
2020-01-08,Trash Cans,53,1537000.0
2020-01-08,Tuna,119,7259000.0
2020-01-08,Vacuum Cleaner,112,1456000.0
2020-01-08,Vinegar,103,6901000.0
2020-01-08,Water,148,2516000.0
2020-01-08,Yogurt,110,6160000.0
2020-01-09,Air Freshener,112,4928000.0
2020-01-09,Apple,125,9125000.0
2020-01-09,BBQ Sauce,56,2520000.0
2020-01-09,Baby Wipes,84,3612000.0
2020-01-09,Banana,116,8584000.0
2020-01-09,Bath Towels,90,1620000.0
2020-01-09,Beef,116,4408000.0
2020-01-09,Bread,131,9432000.0
2020-01-09,Broom,100,3200000.0
2020-01-09,Butter,121,3388000.0
2020-01-09,Canned Soup,126,3906000.0
2020-01-09,Carrots,116,8004000.0
2020-01-09,Cereal,126,2394000.0
2020-01-09,Cereal Bars,148,1184000.0
2020-01-09,Cheese,129,6966000.0
